ID,Best Cluster
A_PuertoRico_8_1934_HA_103_1447,24
A_PuertoRico_8_1934_HA_103_1570,26
A_PuertoRico_8_1934_HA_104_128,15
A_PuertoRico_8_1934_HA_106_1487,-1
A_PuertoRico_8_1934_HA_1240_1503,11
A_PuertoRico_8_1934_HA_126_1447,28
A_PuertoRico_8_1934_HA_126_1470,11
A_PuertoRico_8_1934_HA_126_1498,16
A_PuertoRico_8_1934_HA_126_1532,24
A_PuertoRico_8_1934_HA_126_1547,23
A_PuertoRico_8_1934_HA_1323_1471,25
A_PuertoRico_8_1934_HA_135_1532,26
A_PuertoRico_8_1934_HA_141_1485,25
A_PuertoRico_8_1934_HA_1446_1484,29
A_PuertoRico_8_1934_HA_1531_1560,15
A_PuertoRico_8_1934_HA_175_1429,26
A_PuertoRico_8_1934_HA_179_1472,29
A_PuertoRico_8_1934_HA_206_1428,0
A_PuertoRico_8_1934_HA_206_1440,24
A_PuertoRico_8_1934_HA_206_1447,5
A_PuertoRico_8_1934_HA_206_1484,15
A_PuertoRico_8_1934_HA_206_236,28
A_PuertoRico_8_1934_HA_210_1440,26
A_PuertoRico_8_1934_HA_215_1484,-1
A_PuertoRico_8_1934_HA_216_1448,13
A_PuertoRico_8_1934_HA_217_1455,29
A_PuertoRico_8_1934_HA_233_1428,26
A_PuertoRico_8_1934_HA_233_1440,15
A_PuertoRico_8_1934_HA_274_1576,21
A_PuertoRico_8_1934_HA_283_1375,16
A_PuertoRico_8_1934_HA_316_1306,15
A_PuertoRico_8_1934_HA_316_1447,-1
A_PuertoRico_8_1934_HA_37_1377,-1
A_PuertoRico_8_1934_HA_390_500,7
A_PuertoRico_8_1934_HA_47_93,25
A_PuertoRico_8_1934_HA_48_1485,-1
A_PuertoRico_8_1934_HA_697_741,29
A_PuertoRico_8_1934_HA_91_1449,28
A_PuertoRico_8_1934_HA_92_1447,-1
A_PuertoRico_8_1934_HA_92_1484,21
A_PuertoRico_8_1934_HA_94_1534,12
A_PuertoRico_8_1934_HA_96_1484,-1
A_PuertoRico_8_1934_HA_97_1533,26
A_PuertoRico_8_1934_HA_97_1548,15
A_PuertoRico_8_1934_M_121_853,7
A_PuertoRico_8_1934_M_126_741,-1
A_PuertoRico_8_1934_M_302_667,24
A_PuertoRico_8_1934_M_321_744,29
A_PuertoRico_8_1934_M_329_429,29
A_PuertoRico_8_1934_M_359_434,29
