ID,index,UMAP1,UMAP2,Cluster,center_x,center_y
A_PuertoRico_8_1934_PB2_25_2114,24934,14.14989948272705,0.41365694999694824,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_31_182,36667,-1.1377311944961548,-2.37079119682312,2,2.259515398537326,-4.997182122656508
A_PuertoRico_8_1934_PB2_32_147,38906,-1.3858498334884644,-2.7812345027923584,2,2.259515398537326,-4.997182122656508
A_PuertoRico_8_1934_PB2_32_263,39022,-0.443107932806015,-2.3198156356811523,2,2.259515398537326,-4.997182122656508
A_PuertoRico_8_1934_PB2_33_1961,42993,15.436137199401855,5.711915493011475,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_34_224,43528,-0.7400767803192139,-2.0861260890960693,2,2.259515398537326,-4.997182122656508
A_PuertoRico_8_1934_PB2_35_2038,47613,14.829839706420898,3.10548734664917,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_36_391,48236,0.6332835555076599,-4.578293323516846,2,2.259515398537326,-4.997182122656508
A_PuertoRico_8_1934_PB2_39_2139,56788,13.908584594726562,-0.01684434711933136,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_39_2149,56798,13.623313903808594,-0.27070337533950806,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_40_119,57034,-1.6291989088058472,-3.123110771179199,2,2.259515398537326,-4.997182122656508
A_PuertoRico_8_1934_PB2_40_218,57133,-0.8204533457756042,-2.1701653003692627,2,2.259515398537326,-4.997182122656508
A_PuertoRico_8_1934_PB2_40_1874,58789,14.870856285095215,8.532541275024414,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_45_2128,70358,14.031428337097168,0.18963436782360077,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_46_154,70644,-1.237668514251709,-2.7825872898101807,2,2.259515398537326,-4.997182122656508
A_PuertoRico_8_1934_PB2_47_2166,74915,12.83315372467041,-0.6003601551055908,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_48_301,75308,-0.4029810130596161,-3.6840450763702393,2,2.259515398537326,-4.997182122656508
A_PuertoRico_8_1934_PB2_48_2139,77146,13.898026466369629,0.10088618844747543,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_48_2149,77156,13.524825096130371,-0.2020246833562851,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_49_2196,79460,12.029240608215332,-1.2784849405288696,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_50_2154,81674,13.302912712097168,-0.312092661857605,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_55_194,90979,-1.0074472427368164,-2.5043697357177734,2,2.259515398537326,-4.997182122656508
A_PuertoRico_8_1934_PB2_55_2158,92943,13.06712532043457,-0.3330703377723694,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_56_2157,95192,13.071828842163086,-0.30634745955467224,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_57_89,95373,-1.8053878545761108,-3.5462472438812256,2,2.259515398537326,-4.997182122656508
A_PuertoRico_8_1934_PB2_57_2139,97423,13.833280563354492,0.24288922548294067,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_57_2149,97433,13.383711814880371,-0.09799902141094208,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_57_2156,97440,13.089371681213379,-0.23875591158866882,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_58_1834,99366,14.775074005126953,9.944687843322754,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_58_2004,99536,15.208203315734863,4.640756130218506,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_58_2124,99656,14.107946395874023,0.5873371362686157,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_58_2133,99665,13.97261905670166,0.40258482098579407,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_58_2135,99667,13.922830581665039,0.34614017605781555,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_58_2153,99685,13.187411308288574,-0.19686318933963776,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_58_2164,99696,12.73550033569336,-0.45350509881973267,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_59_2205,101984,12.285475730895996,-1.3090169429779053,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_60_2162,104187,12.80299186706543,-0.3708989918231964,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_61_2199,106469,12.264650344848633,-1.21955144405365,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_62_2158,108672,12.92570686340332,-0.24815788865089417,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_64_2051,113050,14.916677474975586,2.66626238822937,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_65_89,113329,-1.7700836658477783,-3.629091739654541,2,2.259515398537326,-4.997182122656508
A_PuertoRico_8_1934_PB2_65_91,113331,-1.7603689432144165,-3.6350605487823486,2,2.259515398537326,-4.997182122656508
A_PuertoRico_8_1934_PB2_65_118,113358,-1.4788073301315308,-3.399588108062744,2,2.259515398537326,-4.997182122656508
A_PuertoRico_8_1934_PB2_65_2139,115379,13.751173973083496,0.34906554222106934,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_65_2149,115389,13.191499710083008,-0.044209036976099014,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_65_2152,115392,13.095602989196777,-0.09267128258943558,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_65_2159,115399,12.849146842956543,-0.2537125051021576,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_66_1895,117375,14.80335521697998,7.726880073547363,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_71_1837,128502,14.730931282043457,9.737104415893555,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_71_2033,128698,15.12421989440918,3.546041488647461,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_72_2175,131074,12.431449890136719,-0.6882399320602417,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_73_1894,133026,14.816605567932129,7.787691116333008,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_73_2123,133255,14.044507026672363,0.7686901688575745,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_73_2182,133314,12.401885986328125,-0.857526421546936,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_74_108,133472,-1.5801745653152466,-3.5642786026000977,2,2.259515398537326,-4.997182122656508
A_PuertoRico_8_1934_PB2_74_1868,135232,14.700582504272461,8.67766284942627,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_74_2099,135463,14.552227973937988,1.6557303667068481,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_76_2144,139969,13.296550750732422,0.17002281546592712,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_81_2051,151011,15.073371887207031,2.8299052715301514,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_81_2157,151117,12.807676315307617,-0.1207975447177887,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_82_144,151328,-1.3003196716308594,-3.415661573410034,2,2.259515398537326,-4.997182122656508
A_PuertoRico_8_1934_PB2_82_2095,153279,14.585578918457031,1.8177244663238525,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_82_2104,153288,14.440483093261719,1.5801020860671997,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_83_145,153552,-1.3084795475006104,-3.4209258556365967,2,2.259515398537326,-4.997182122656508
A_PuertoRico_8_1934_PB2_83_168,153575,-1.2161242961883545,-3.1102752685546875,2,2.259515398537326,-4.997182122656508
A_PuertoRico_8_1934_PB2_83_1990,155397,15.306492805480957,5.467525482177734,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_83_2051,155458,15.079740524291992,2.8383893966674805,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_83_2068,155475,14.884568214416504,2.3948276042938232,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_83_2157,155564,12.834089279174805,-0.15376392006874084,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_83_2164,155571,12.708586692810059,-0.33988919854164124,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_84_108,155737,-1.5150535106658936,-3.57954740524292,2,2.259515398537326,-4.997182122656508
A_PuertoRico_8_1934_PB2_84_110,155739,-1.4902313947677612,-3.568490505218506,2,2.259515398537326,-4.997182122656508
A_PuertoRico_8_1934_PB2_84_122,155751,-1.3813365697860718,-3.528806686401367,2,2.259515398537326,-4.997182122656508
A_PuertoRico_8_1934_PB2_84_136,155765,-1.3182969093322754,-3.4815216064453125,2,2.259515398537326,-4.997182122656508
A_PuertoRico_8_1934_PB2_84_2003,157632,15.237896919250488,4.965287208557129,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_84_2006,157635,15.229580879211426,4.811089515686035,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_84_2026,157655,15.254168510437012,4.045707702636719,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_84_2053,157682,15.057842254638672,2.773148775100708,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_84_2058,157687,14.992105484008789,2.6184840202331543,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_84_2070,157699,14.875188827514648,2.3678314685821533,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_84_2071,157700,14.863037109375,2.353146553039551,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_84_2132,157761,13.701300621032715,0.6210827231407166,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_84_2139,157768,13.493326187133789,0.4451292157173157,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_84_2141,157770,13.393893241882324,0.36795660853385925,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_84_2152,157781,12.979765892028809,0.0020793811418116093,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_84_2156,157785,12.860076904296875,-0.1338498443365097,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_84_2159,157788,12.813128471374512,-0.19851724803447723,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_84_2163,157792,12.740901947021484,-0.3061469793319702,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_84_2171,157800,12.607885360717773,-0.5299678444862366,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_84_2181,157810,12.557501792907715,-0.8225700259208679,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_84_2195,157824,12.669975280761719,-1.0179444551467896,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_84_2203,157832,12.736495018005371,-1.1378819942474365,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_84_2211,157840,12.845183372497559,-1.3102525472640991,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_84_2230,157859,12.806838035583496,-1.7084439992904663,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_85_130,157980,-1.3475162982940674,-3.5277225971221924,2,2.259515398537326,-4.997182122656508
A_PuertoRico_8_1934_PB2_85_132,157982,-1.3418993949890137,-3.517557382583618,2,2.259515398537326,-4.997182122656508
A_PuertoRico_8_1934_PB2_85_201,158051,-0.8919059634208679,-2.8789126873016357,2,2.259515398537326,-4.997182122656508
A_PuertoRico_8_1934_PB2_85_2002,159852,15.249006271362305,5.007366180419922,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_85_2013,159863,15.246500968933105,4.510540008544922,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_85_2062,159912,14.952978134155273,2.549032688140869,0,13.569812300116634,3.26852841708852
A_PuertoRico_8_1934_PB2_85_2064,159914,14.912814140319824,2.486567258834839,0,13.569812300116634,3.26852841708852
