index,ID,UMAP1,UMAP2,Cluster,centroid_x,centroid_y
0,A_PuertoRico_8_1934_HA_100_1564,10.222695,5.3663225,2,9.754804976206675,6.521976917349043
1,A_PuertoRico_8_1934_HA_103_1507,9.07114,4.6152387,-1,,
2,A_PuertoRico_8_1934_HA_103_1518,8.980966,4.548362,-1,,
3,A_PuertoRico_8_1934_HA_103_1581,8.908127,4.55666,1,8.550401544412672,2.2072208778165874
4,A_PuertoRico_8_1934_HA_103_1613,9.0543785,4.5787597,1,8.550401544412672,2.2072208778165874
5,A_PuertoRico_8_1934_HA_106_1581,8.874358,4.5289454,1,8.550401544412672,2.2072208778165874
6,A_PuertoRico_8_1934_HA_108_1546,0.66216975,4.7657137,0,2.5527971814392396,5.152696836555193
7,A_PuertoRico_8_1934_HA_110_1554,4.0752873,6.126939,0,2.5527971814392396,5.152696836555193
8,A_PuertoRico_8_1934_HA_111_1547,8.883962,4.2057285,1,8.550401544412672,2.2072208778165874
9,A_PuertoRico_8_1934_HA_113_1504,3.6404483,6.933993,0,2.5527971814392396,5.152696836555193
10,A_PuertoRico_8_1934_HA_114_1570,9.050435,2.5857708,1,8.550401544412672,2.2072208778165874
11,A_PuertoRico_8_1934_HA_116_1500,3.9929938,3.555024,0,2.5527971814392396,5.152696836555193
12,A_PuertoRico_8_1934_HA_117_1477,0.39662254,4.869468,0,2.5527971814392396,5.152696836555193
13,A_PuertoRico_8_1934_HA_117_1546,0.7850395,4.7137885,0,2.5527971814392396,5.152696836555193
14,A_PuertoRico_8_1934_HA_117_1565,3.6000612,3.3563662,0,2.5527971814392396,5.152696836555193
15,A_PuertoRico_8_1934_HA_118_1645,5.9887333,5.2752233,3,6.762256569946951,5.452094065362477
16,A_PuertoRico_8_1934_HA_120_1531,8.54657,4.5112734,1,8.550401544412672,2.2072208778165874
17,A_PuertoRico_8_1934_HA_123_1491,4.0024085,3.6681705,0,2.5527971814392396,5.152696836555193
18,A_PuertoRico_8_1934_HA_123_1508,4.1145716,3.5672069,0,2.5527971814392396,5.152696836555193
19,A_PuertoRico_8_1934_HA_124_1580,7.8681307,3.9384804,-1,,
20,A_PuertoRico_8_1934_HA_126_1343,8.821928,4.3356442,1,8.550401544412672,2.2072208778165874
21,A_PuertoRico_8_1934_HA_126_1476,8.713572,4.4145565,1,8.550401544412672,2.2072208778165874
22,A_PuertoRico_8_1934_HA_126_1498,8.66326,4.304101,1,8.550401544412672,2.2072208778165874
23,A_PuertoRico_8_1934_HA_126_1502,8.641341,4.367307,1,8.550401544412672,2.2072208778165874
24,A_PuertoRico_8_1934_HA_126_1547,8.800341,4.279132,1,8.550401544412672,2.2072208778165874
25,A_PuertoRico_8_1934_HA_126_1560,8.657837,4.3635826,1,8.550401544412672,2.2072208778165874
26,A_PuertoRico_8_1934_HA_128_1631,11.235061,6.150979,2,9.754804976206675,6.521976917349043
27,A_PuertoRico_8_1934_HA_129_1469,-0.13383037,5.558262,0,2.5527971814392396,5.152696836555193
28,A_PuertoRico_8_1934_HA_129_1586,-0.049553733,5.7480884,0,2.5527971814392396,5.152696836555193
29,A_PuertoRico_8_1934_HA_130_1460,2.6475031,4.622373,0,2.5527971814392396,5.152696836555193
30,A_PuertoRico_8_1934_HA_132_1525,-0.48995492,5.338161,0,2.5527971814392396,5.152696836555193
31,A_PuertoRico_8_1934_HA_132_180,-0.21581292,4.9346113,0,2.5527971814392396,5.152696836555193
32,A_PuertoRico_8_1934_HA_134_1508,4.1731706,3.593212,0,2.5527971814392396,5.152696836555193
33,A_PuertoRico_8_1934_HA_135_1498,8.6101885,4.3763604,1,8.550401544412672,2.2072208778165874
34,A_PuertoRico_8_1934_HA_135_1511,8.739566,4.4440527,1,8.550401544412672,2.2072208778165874
35,A_PuertoRico_8_1934_HA_135_1581,8.816069,4.489076,1,8.550401544412672,2.2072208778165874
36,A_PuertoRico_8_1934_HA_136_1485,4.1318407,4.5600076,0,2.5527971814392396,5.152696836555193
37,A_PuertoRico_8_1934_HA_136_1529,4.2846975,4.6927457,0,2.5527971814392396,5.152696836555193
38,A_PuertoRico_8_1934_HA_139_1533,3.425255,7.1586256,0,2.5527971814392396,5.152696836555193
39,A_PuertoRico_8_1934_HA_140_1581,8.892827,4.5422544,1,8.550401544412672,2.2072208778165874
40,A_PuertoRico_8_1934_HA_1417_1447,8.06872,4.4037867,-1,,
41,A_PuertoRico_8_1934_HA_141_1512,8.125932,7.204902,2,9.754804976206675,6.521976917349043
42,A_PuertoRico_8_1934_HA_1429_1455,7.3852353,3.636274,-1,,
43,A_PuertoRico_8_1934_HA_1483_1518,9.116578,4.6481767,-1,,
44,A_PuertoRico_8_1934_HA_1483_1532,9.897561,5.2063847,2,9.754804976206675,6.521976917349043
45,A_PuertoRico_8_1934_HA_149_1584,4.57549,6.161247,0,2.5527971814392396,5.152696836555193
46,A_PuertoRico_8_1934_HA_1507_1550,3.3579428,4.318501,0,2.5527971814392396,5.152696836555193
47,A_PuertoRico_8_1934_HA_151_1447,8.094148,4.4241076,-1,,
48,A_PuertoRico_8_1934_HA_151_1496,8.714936,5.442573,-1,,
49,A_PuertoRico_8_1934_HA_1534_1650,7.224269,2.188075,1,8.550401544412672,2.2072208778165874
50,A_PuertoRico_8_1934_HA_153_1450,0.3174418,5.0830765,0,2.5527971814392396,5.152696836555193
51,A_PuertoRico_8_1934_HA_153_1505,0.309906,5.1197157,0,2.5527971814392396,5.152696836555193
52,A_PuertoRico_8_1934_HA_154_1580,2.6887164,4.8492785,0,2.5527971814392396,5.152696836555193
53,A_PuertoRico_8_1934_HA_156_1561,8.702462,4.479336,1,8.550401544412672,2.2072208778165874
54,A_PuertoRico_8_1934_HA_158_1345,8.522069,4.373016,1,8.550401544412672,2.2072208778165874
55,A_PuertoRico_8_1934_HA_158_1440,8.563184,4.3564577,1,8.550401544412672,2.2072208778165874
56,A_PuertoRico_8_1934_HA_158_1498,8.612659,4.363665,1,8.550401544412672,2.2072208778165874
57,A_PuertoRico_8_1934_HA_1629_1709,3.0612736,7.090621,0,2.5527971814392396,5.152696836555193
58,A_PuertoRico_8_1934_HA_162_1421,8.829927,4.2575917,1,8.550401544412672,2.2072208778165874
59,A_PuertoRico_8_1934_HA_162_1535,8.865963,4.114484,1,8.550401544412672,2.2072208778165874
60,A_PuertoRico_8_1934_HA_164_1421,8.762238,4.289374,1,8.550401544412672,2.2072208778165874
61,A_PuertoRico_8_1934_HA_164_1498,8.659938,4.3091803,1,8.550401544412672,2.2072208778165874
62,A_PuertoRico_8_1934_HA_166_1447,8.154393,4.356023,-1,,
63,A_PuertoRico_8_1934_HA_166_1518,8.807425,4.4261513,1,8.550401544412672,2.2072208778165874
64,A_PuertoRico_8_1934_HA_167_1644,4.0331473,4.757932,0,2.5527971814392396,5.152696836555193
65,A_PuertoRico_8_1934_HA_168_1454,8.77528,4.5318394,1,8.550401544412672,2.2072208778165874
66,A_PuertoRico_8_1934_HA_173_1391,3.6145947,2.6507475,0,2.5527971814392396,5.152696836555193
67,A_PuertoRico_8_1934_HA_174_1383,8.73522,4.172027,1,8.550401544412672,2.2072208778165874
68,A_PuertoRico_8_1934_HA_174_1470,8.875164,4.194904,1,8.550401544412672,2.2072208778165874
69,A_PuertoRico_8_1934_HA_174_1484,8.843233,4.1795,1,8.550401544412672,2.2072208778165874
70,A_PuertoRico_8_1934_HA_174_1487,8.835911,4.163558,1,8.550401544412672,2.2072208778165874
71,A_PuertoRico_8_1934_HA_175_1429,7.6927147,3.9807935,-1,,
72,A_PuertoRico_8_1934_HA_175_1448,7.6892457,3.9523568,-1,,
73,A_PuertoRico_8_1934_HA_175_1466,7.7336435,3.891462,-1,,
74,A_PuertoRico_8_1934_HA_178_1460,2.6098406,4.451287,0,2.5527971814392396,5.152696836555193
75,A_PuertoRico_8_1934_HA_182_1480,2.7111657,5.678907,0,2.5527971814392396,5.152696836555193
76,A_PuertoRico_8_1934_HA_183_1509,-0.04332851,5.72684,0,2.5527971814392396,5.152696836555193
77,A_PuertoRico_8_1934_HA_185_1489,8.914691,5.006998,-1,,
78,A_PuertoRico_8_1934_HA_186_1697,4.35003,4.2325034,0,2.5527971814392396,5.152696836555193
79,A_PuertoRico_8_1934_HA_189_1532,9.922823,4.77209,-1,,
80,A_PuertoRico_8_1934_HA_191_1404,3.8817742,7.2718906,0,2.5527971814392396,5.152696836555193
81,A_PuertoRico_8_1934_HA_194_1629,4.3854423,5.013765,0,2.5527971814392396,5.152696836555193
82,A_PuertoRico_8_1934_HA_195_1397,6.98779,5.554305,3,6.762256569946951,5.452094065362477
83,A_PuertoRico_8_1934_HA_202_1523,6.7569475,6.3411803,3,6.762256569946951,5.452094065362477
84,A_PuertoRico_8_1934_HA_205_1476,8.851002,4.6042,1,8.550401544412672,2.2072208778165874
85,A_PuertoRico_8_1934_HA_206_1345,8.114051,4.413779,-1,,
86,A_PuertoRico_8_1934_HA_206_1447,8.081466,4.38803,-1,,
87,A_PuertoRico_8_1934_HA_206_1699,8.015191,4.3982024,-1,,
88,A_PuertoRico_8_1934_HA_207_1344,2.734806,4.2595515,0,2.5527971814392396,5.152696836555193
89,A_PuertoRico_8_1934_HA_207_233,2.600158,4.369003,0,2.5527971814392396,5.152696836555193
90,A_PuertoRico_8_1934_HA_208_1501,0.018867973,5.716038,0,2.5527971814392396,5.152696836555193
91,A_PuertoRico_8_1934_HA_208_1534,-0.015779974,5.75529,0,2.5527971814392396,5.152696836555193
92,A_PuertoRico_8_1934_HA_210_1343,9.075348,4.142381,1,8.550401544412672,2.2072208778165874
93,A_PuertoRico_8_1934_HA_210_1447,8.051404,4.3477364,-1,,
